gene,dNdS,Interacting?,Pval
SP5,0.007168421,Non-interacting,1
SP6,0.07718883,Interacting,1
SP7,0.09541531,Non-interacting,0.02211102
SP8,0.01463147,Non-interacting,1
SP9,0.004762994,Non-interacting,0.09244788
SPA17,0.8289533,Non-interacting,7.44E-07
SPACA1,0.5285,Non-interacting,7.91E-05
SPACA3,0.5617778,Interacting,0.01131216
SPACA4,0.3620714,Non-interacting,0.004994945
SPACA5,0.3430625,Interacting,0.907128
SPACA7,0.604841,Non-interacting,0.4370331
SPACA9,0.1973333,Non-interacting,0.07926735
SPAG1,0.4537372,Non-interacting,7.06E-06
SPAG11A,1.503981,Non-interacting,1.13E-21
SPAG11B,1.482404,Non-interacting,1.10E-20
SPAG16,0.371242,Non-interacting,0.005213203
SPAG17,0.4880792,Non-interacting,9.47E-06
SPAG4,0.2457763,Non-interacting,0.09212649
SPAG5,0.6709153,Non-interacting,0.001498854
SPAG6,0.1156946,Non-interacting,1
SPAG7,0.02902525,Non-interacting,1
SPAG8,0.9279361,Non-interacting,2.78E-11
SPAG9,0.08852807,Non-interacting,0.4652579
SPANXN1,1.344336,Non-interacting,0.000321184
SPANXN3,0.696359,Non-interacting,0.2444338
SPANXN4,0.6944713,Non-interacting,0.6420678
SPARC,0.03003943,Non-interacting,1
SPARCL1,0.4863242,Non-interacting,0.001266715
SPAST,0.2872033,Interacting,0.2461675
SPATA1,0.5098715,Non-interacting,0.07250036
SPATA12,0.9248368,Non-interacting,0.1891271
SPATA13,0.2683537,Interacting,0.000410343
SPATA16,0.3802777,Interacting,0.2507256
SPATA17,0.4394389,Non-interacting,0.05886924
SPATA18,0.3694991,Non-interacting,2.77E-06
SPATA19,0.3355189,Non-interacting,0.001641841
SPATA2,0.103648,Non-interacting,1
SPATA20,0.08975033,Non-interacting,1
SPATA21,0.4776902,Non-interacting,0.5550259
SPATA22,0.435704,Non-interacting,0.6158245
SPATA25,0.5450793,Non-interacting,0.1380184
SPATA2L,0.08980806,Non-interacting,1
SPATA3,0.7529409,Non-interacting,0.003550501
SPATA31E1,0.9128071,Non-interacting,5.04E-06
SPATA32,0.8316087,Non-interacting,0.000329415
SPATA33,0.8516593,Non-interacting,0.002859059
SPATA4,0.5622881,Non-interacting,0.00323608
SPATA45,1.026104,Non-interacting,0.00019244
SPATA46,0.262656,Non-interacting,1
SPATA5L1,0.3610521,Interacting,0.2172633
SPATA6,0.2337418,Non-interacting,0.5248359
SPATA6L,0.588016,Non-interacting,0.2286734
SPATA7,0.5873043,Non-interacting,0.00025315
SPATA8,0.6064814,Non-interacting,0.04069079
SPATA9,0.2595185,Non-interacting,0.02096923
SPATC1,0.312665,Non-interacting,0.05066516
SPATC1L,0.08629706,Non-interacting,0.5553327
SPATS1,0.6064949,Non-interacting,0.04069031
SPATS2,0.4410907,Non-interacting,0.2305498
SPATS2L,0.1710788,Non-interacting,0.00147265
SPC24,0.2484302,Non-interacting,0.005118664
SPC25,0.3561991,Non-interacting,0.001221123
SPCS1,0.06945631,Non-interacting,0.00274427
SPCS2,0.3889615,Non-interacting,1
SPCS3,0,Non-interacting,0.9838452
SPDEF,0.05595638,Non-interacting,1
SPDL1,0.3414371,Non-interacting,0.002725041
SPDYA,0.437283,Non-interacting,0.7379191
SPDYC,0.3924824,Non-interacting,0.05062592
SPDYE16,0.632503,Non-interacting,1.13E-05
SPDYE3,0.4936491,Non-interacting,0.03817527
SPDYE4,0.4000462,Non-interacting,0.1252857
SPDYE5,0.553212,Non-interacting,0.004865889
SPECC1,0.2240379,Non-interacting,0.0605093
SPECC1L,0.1239658,Non-interacting,0.7533953
SPEF1,0.2075702,Non-interacting,0.2189558
SPEF2,0.4982177,Non-interacting,1.71E-07
SPEG,0.1229728,Interacting,0.3338816
SPEM1,0.602301,Non-interacting,0.000974899
SPEN,0.1876179,Interacting,0.4590689
SPERT,0.2568555,Non-interacting,0.2647135
SPESP1,0.6370171,Non-interacting,0.4451115
SPG11,0.3558491,Non-interacting,0.03064825
SPG20,0.1352628,Interacting,1
SPHAR,4.435695,Non-interacting,0.000171351
SPHK2,0.1796845,Non-interacting,1.29E-06
SPHKAP,0.3696999,Non-interacting,0.09259651
SPI1,0.08278889,Non-interacting,1
SPIB,0.226,Non-interacting,0.5030405
SPICE1,0.4702769,Non-interacting,0.0226937
SPIDR,0.5737339,Non-interacting,0.000252403
SPIN1,0.07713068,Non-interacting,1
SPIN2A,0.2795465,Non-interacting,1
SPIN2B,0.2752829,Non-interacting,0.9898449
SPIN3,0.2118831,Non-interacting,0.2767254
SPINK1,0.5279796,Non-interacting,0.4736164
SPINK2,0.5891605,Non-interacting,0.1749793
SPINK5,0.4727788,Interacting,9.43E-06
SPINK8,0.8794839,Non-interacting,1
SPINT2,0.3320864,Interacting,0.000310918
SPINT4,0.9287755,Interacting,0.001835127
SPIRE1,0.1298316,Non-interacting,1
SPIRE2,0.1227905,Non-interacting,0.2965833
SPN,0.05065361,Non-interacting,0.05162216
SPNS1,0.07713068,Non-interacting,1
SPNS3,0.2842016,Non-interacting,0.000911094
SPO11,0.1773817,Interacting,0.10593
SPOCD1,0.7739044,Non-interacting,7.60E-10
SPOCK1,0.0538555,Non-interacting,0.04731088
SPOCK2,0.05226555,Non-interacting,1
SPOCK3,0.1677245,Non-interacting,0.1404142
SPON1,0.04403713,Non-interacting,0.4431416
SPON2,0.2244915,Non-interacting,0.1488908
SPOP,0.17948,Interacting,1
SPOPL,0.1200238,Interacting,0.4204547
SPOUT1,0.3933486,Non-interacting,1.52E-07
SPP1,0.4116795,Non-interacting,0.007422557
SPP2,0.448527,Non-interacting,0.3010715
SPPL2A,0.3362402,Non-interacting,0.5618391
SPPL2B,0.1253862,Non-interacting,0.2549081
SPPL3,0.03465517,Non-interacting,0.000858387
SPRED1,0.2208559,Non-interacting,0.04992029
SPRED2,0.06776039,Non-interacting,0.1723723
SPRN,0.2613446,Non-interacting,0.1546171
SPRR1A,0.7854535,Non-interacting,0.001419519
SPRR1B,0.5497882,Non-interacting,0.01361125
SPRR2A,3.415534,Interacting,0.02790126
SPRR2G,0.4042877,Non-interacting,0.24562
SPRR3,0.7415479,Non-interacting,0.19
SPRR4,1.048613,Non-interacting,0.062
SPRTN,0.4008272,Non-interacting,0.02857857
SPRY1,0.1169375,Non-interacting,0.6632297
SPRY2,0.07791176,Non-interacting,1
SPRY3,0.2334201,Non-interacting,1
SPRY4,0.04464214,Non-interacting,0.1992404
SPRYD3,0.07840275,Non-interacting,0.2975305
SPRYD7,0.4446378,Non-interacting,0.000229378
SPSB1,0.00873913,Non-interacting,1
SPSB2,0.2739848,Non-interacting,0.01343702
SPSB3,0.04549153,Non-interacting,0.0616064
SPSB4,0.01774459,Non-interacting,0.05579904
SPTA1,0.3081004,Interacting,2.60E-06
SPTAN1,0.01289652,Interacting,1
SPTB,0.09434323,Interacting,0.02002451
SPTBN1,0.01988499,Interacting,0.2197
SPTBN2,0.05723427,Interacting,0.359462
SPTBN4,0.04311514,Interacting,0.0325979
SPTBN5,0.4111727,Interacting,1.61E-11
SPTLC1,0.07760762,Non-interacting,0.4318421
SPTLC2,0.09202857,Non-interacting,0.7987276
SPTLC3,0.2192312,Non-interacting,0.5173485
SPTSSA,0,Non-interacting,0.5553646
SPTSSB,0.07755263,Non-interacting,1
SPTY2D1,0.4420599,Non-interacting,0.4951546
SPX,0.3696293,Non-interacting,1
SPZ1,0.8254529,Non-interacting,0.05950635
SQLE,0.2420178,Non-interacting,1
SQSTM1,0.1663853,Interacting,0.2517143
SRA1,0.4696864,Interacting,0.7649056
SRC,0.01489013,Interacting,0.02680583
SRCAP,0.2475622,Non-interacting,0.09303297
SRD5A1,0.5116055,Non-interacting,0.003680438
SREBF1,0.1534564,Non-interacting,0.1554122
SREBF2,0.09785613,Non-interacting,1
SREK1,0.100807,Interacting,0.4408996
SREK1IP1,0.4051677,Non-interacting,0.003047443
SRF,0.1074013,Interacting,0.2649067
SRGAP1,0.06143568,Interacting,1
SRGAP2,0.0258002,Interacting,0.2193507
SRGAP3,0.03436373,Interacting,0.9702596
SRGN,0.4091083,Non-interacting,2.58E-05
SRL,0.3552383,Non-interacting,0.000543906
SRM,0.209113,Non-interacting,0.00487702
SRMS,0.2073538,Interacting,0.000167063
SRP54,0.01360714,Non-interacting,0.1530228
SRP68,0.08529564,Non-interacting,0.132661
SRP72,0.07190557,Interacting,1
SRPK3,0.07625281,Interacting,1
SRPRA,0.06505423,Non-interacting,1
SRPRB,0.233209,Interacting,0.2623211
SRPX,0.2628698,Interacting,1
SRPX2,0.1090847,Interacting,1
SRR,0.4227522,Non-interacting,0.04619998
SRRD,0.3896451,Non-interacting,9.25E-05
SRRM2,0.246794,Non-interacting,0.00093003
SRRM4,0.1480361,Non-interacting,1
SRRM5,1.037255,Non-interacting,3.22E-08
SRRT,0.03416096,Interacting,1
SRSF11,0.03827083,Non-interacting,0.06106813
SRSF5,0.03510332,Interacting,0.01866526
SRSF6,0.09101166,Interacting,1
SRXN1,0.07735507,Non-interacting,1
SRY,0.6838069,Non-interacting,0.05475268
SS18,0.09814212,Non-interacting,1
SS18L1,0.08386898,Non-interacting,1
SS18L2,0.104625,Non-interacting,1
SSBP1,0.2160435,Non-interacting,0.08303759
SSBP3,0.09253784,Non-interacting,0.1849079
SSBP4,0.1606045,Non-interacting,0.6717069
SSC4D,0.2673854,Non-interacting,1
SSC5D,0.32719,Non-interacting,0.002000329
SSFA2,0.2691498,Non-interacting,0.04137509
SSH1,0.1866762,Interacting,0.1624268
SSH2,0.3474141,Interacting,0.01764659
SSH3,0.2329209,Interacting,0.05042308
SSMEM1,0.4938811,Non-interacting,0.1010516
SSNA1,0.05575,Non-interacting,0.6818167
SSPN,0.2008033,Non-interacting,1
SSPO,0.3464091,Non-interacting,0.000645793
SSR1,0.08742857,Non-interacting,0.07115011
SSR2,0.1559837,Non-interacting,1
SSR3,0.02721505,Non-interacting,1
SSR4,0.06078736,Non-interacting,1
SSSCA1,0.2808834,Non-interacting,0.9956298
SST,0.2023043,Non-interacting,0.607384
SSTR1,0.006304124,Interacting,0.1256062
SSTR2,0.07634203,Non-interacting,0.4045182
SSTR3,0.08966667,Interacting,0.009937668
SSTR4,0.07936528,Interacting,0.05804415
SSTR5,0.115511,Non-interacting,0.00958448
SSU72,0.1328232,Non-interacting,1
SSUH2,0.3087866,Non-interacting,4.84E-09
SSX1,1.564,Non-interacting,5.43E-08
SSX2IP,0.1370861,Non-interacting,0.002425069
SSX3,1.186218,Non-interacting,0.004519912
SSX4,1.308255,Non-interacting,0.002924659
SSX5,1.243118,Non-interacting,0.003413393
SSX7,1.264032,Non-interacting,0.008687083
ST14,0.1403883,Interacting,0.11676
ST18,0.1639049,Non-interacting,0.5191599
ST20,1.391217,Non-interacting,0.006715593
ST3GAL2,0.02811684,Non-interacting,1
ST3GAL3,0.4318385,Non-interacting,1.48E-05
ST3GAL4,0.1126575,Non-interacting,1
ST3GAL5,0.2625448,Non-interacting,0.3398625
ST3GAL6,0.2155155,Non-interacting,1
ST5,0.1508099,Non-interacting,0.8714907
ST6GAL2,0.167611,Non-interacting,1
ST6GALNAC1,0.47025,Non-interacting,0.000875361
ST6GALNAC2,0.4048556,Non-interacting,2.14E-06
ST6GALNAC3,0.1312318,Non-interacting,0.6308366
ST6GALNAC4,0.0549901,Non-interacting,0.4276394
ST6GALNAC5,0.1157069,Non-interacting,1
ST6GALNAC6,0.170251,Non-interacting,0.000108527
ST7,0.09297069,Non-interacting,1
ST7L,0.1936989,Non-interacting,0.4022728
ST8SIA1,0.07753681,Non-interacting,0.2258636
ST8SIA2,0.02735569,Non-interacting,1
ST8SIA3,0.03940945,Non-interacting,1
ST8SIA4,0.02155937,Non-interacting,1
ST8SIA5,0.02123077,Non-interacting,0.579459
ST8SIA6,0.1283102,Non-interacting,0.2047354
STAB1,0.2178421,Non-interacting,0.3208305
STAC,0.1264891,Interacting,1
STAC2,0.1626067,Interacting,1
STAC3,0.1099286,Interacting,0.713082
STAG1,0.010144,Non-interacting,0.1726435
STAG2,0.03884158,Non-interacting,0.001690018
STAG3,0.2329799,Non-interacting,0.6697113
STAM,0.06084944,Interacting,0.04397311
STAM2,0.3084402,Interacting,1
STAMBPL1,0.2161172,Non-interacting,1.08E-06
STAP1,0.1126752,Non-interacting,0.9984042
STAP2,0.3491847,Non-interacting,0.03001984
STAR,0.3252119,Non-interacting,0.000125979
STARD10,0.04774138,Non-interacting,0.696768
STARD13,0.1464554,Non-interacting,0.6815145
STARD3,0.2104674,Non-interacting,0.00448306
STARD4,0.1617255,Non-interacting,1
STARD5,0.1630469,Interacting,0.5153694
STARD6,0.6057104,Non-interacting,0.3852941
STARD7,0.1515645,Non-interacting,1
STARD8,0.2349925,Non-interacting,0.01826723
STAT3,0.02557902,Interacting,0.002068301
STAT4,0.07057335,Non-interacting,0.3738946
STAT5B,0.04740227,Interacting,1
STAT6,0.1634602,Non-interacting,0.5741827
STATH,2.092869,Non-interacting,4.91E-05
STAU1,0.2845147,Interacting,0.2761804
STAU2,0.1171882,Interacting,0.05169049
STBD1,0.5776089,Non-interacting,0.05068694
STC1,0.1020161,Non-interacting,0.7134575
STC2,0.1211518,Non-interacting,1
STEAP1,0.3651829,Non-interacting,1
STEAP1B,0.4550441,Non-interacting,0.03344507
STEAP2,0.1083896,Non-interacting,0.009219191
STEAP4,0.2706013,Non-interacting,1
STIL,0.4751812,Non-interacting,0.04177458
STIM1,0.04425822,Interacting,0.3176815
STIM2,0.1160602,Non-interacting,0.7742418
STK10,0.1104044,Interacting,0.6691585
STK11,0.01993995,Interacting,1
STK11IP,0.3325688,Non-interacting,0.09597778
STK16,0.09976327,Interacting,0.9670537
STK17A,0.318105,Interacting,0.008128419
STK17B,0.1969434,Interacting,1
STK19,0.3991148,Non-interacting,0.06177789
STK24,0.06260671,Interacting,1
STK25,0.02803713,Interacting,1
STK3,0.06260671,Interacting,1
STK31,0.3932596,Interacting,0.4651173
STK32A,0.2240206,Interacting,0.007851372
STK32B,0.1129401,Interacting,1
STK32C,0.05698152,Interacting,1
STK33,0.5211353,Interacting,0.2367149
STK35,0.2047175,Interacting,0.000207127
STK36,0.3485365,Interacting,0.01341688
STK38,0.03215337,Interacting,0.04710063
STK38L,0.1244403,Interacting,0.07231526
STK39,0.1782862,Interacting,0.03209521
STK4,0.07566526,Interacting,1
STK40,0.02416729,Interacting,1
STKLD1,0.3621075,Interacting,5.38E-05
STMN1,0.2181832,Non-interacting,0.004610236
STMN2,1.253461,Non-interacting,2.46E-19
STMN3,0.06764368,Non-interacting,1
STMN4,0.05706599,Interacting,1
STMND1,0.4950218,Non-interacting,1
STN1,0.4095777,Non-interacting,0.9918633
STOM,0.2313838,Non-interacting,2.39E-05
STOML1,0.1469838,Non-interacting,0.5309495
STOML2,0.1444486,Non-interacting,0.1943265
STON1,0.3620026,Non-interacting,1
STON2,0.171256,Non-interacting,0.8519061
STOX1,0.6366268,Non-interacting,1.38E-05
STOX2,0.05462299,Non-interacting,1
STPG1,0.4091707,Non-interacting,0.1287323
STPG2,0.5182799,Non-interacting,0.002922637
STPG3,0.4142043,Non-interacting,2.04E-06
STPG4,0.5381965,Non-interacting,6.10E-08
STRA6,0.2877588,Non-interacting,0.08007149
STRA8,0.3135,Non-interacting,0.03882487
STRADA,0.08050949,Interacting,0.3696015
STRAP,0.1956783,Interacting,1
STRBP,0.04559673,Interacting,0.6472836
STRC,0.2741345,Non-interacting,1
STRIP1,0.04873357,Non-interacting,1
STRIP2,0.05572372,Non-interacting,1
STRN,0.1173711,Non-interacting,0.1194151
STRN3,0.06646104,Non-interacting,0.890023
STRN4,0.1062764,Interacting,0.08944243
STS,0.2253563,Non-interacting,0.1479249
STT3A,0.008969828,Non-interacting,0.3979507
STT3B,0.08690676,Non-interacting,9.94E-08
STUB1,0.03380921,Interacting,1
STUM,0.4178108,Non-interacting,2.34E-09
STX12,0.4246059,Interacting,0.007482068
STX16,0.06219481,Non-interacting,1
STX17,0.2837638,Non-interacting,0.0817081
STX18,0.2407958,Non-interacting,0.01459356
STX1A,0.04876344,Interacting,1
STX1B,0.00202509,Interacting,1
STX3,0.04410357,Interacting,0.1017939
STX4,0.07797987,Interacting,1
STX5,0.08730811,Non-interacting,1
STX6,0.1131836,Interacting,0.1651039
STX8,0.1290645,Non-interacting,0.831523
STXBP1,0.08282111,Non-interacting,0.000384293
STXBP2,0.0685382,Non-interacting,0.1974139
STXBP3,0.1017918,Non-interacting,0.3515889
STXBP4,0.4028804,Non-interacting,0.003377068
STXBP5,0.04196867,Non-interacting,0.3721191
STXBP5L,0.06944978,Non-interacting,1
STXBP6,0.04023153,Non-interacting,0.7301064
STYK1,0.4484869,Interacting,0.007037331
STYX,0.07921111,Interacting,1
STYXL1,0.5544806,Interacting,0.002212585
SUCLA2,0.2586571,Non-interacting,0.009286005
SUCLG1,0.1445367,Non-interacting,1
SUCNR1,0.3058972,Non-interacting,1
SUCO,0.3348059,Non-interacting,0.01996356
SUDS3,0.1276911,Non-interacting,0.000229068
SUFU,0.05076425,Non-interacting,1
SUGCT,0.2314659,Non-interacting,0.01138272
SUGP1,0.117411,Non-interacting,0.9312449
SUGP2,0.2264177,Non-interacting,0.1792328
SULF2,0.1018186,Non-interacting,0.000251785
SULT1B1,0.5456936,Non-interacting,0.01321676
SULT1E1,0.2654576,Non-interacting,0.06455946
SULT2B1,0.1249749,Non-interacting,0.07585116
SULT4A1,0.05042254,Non-interacting,0.05598942
SULT6B1,0.2638083,Non-interacting,0.3970053
SUMF1,0.3065933,Non-interacting,0.001167979
SUMF2,0.771484,Non-interacting,2.97E-23
SUN1,0.3336731,Non-interacting,0.04517833
SUN2,0.1617329,Non-interacting,1
SUN3,0.4174902,Non-interacting,0.518509
SUN5,0.4046273,Non-interacting,0.000773365
SUOX,0.2599178,Interacting,0.05343552
SUPT16H,0.02315313,Non-interacting,0.9051589
SUPT20H,0.1830462,Non-interacting,1.37E-09
SUPT3H,0.2640704,Non-interacting,0.003875582
SUPT4H1,0,Non-interacting,1
SUPT5H,0.0543403,Interacting,0.000239408
SUPT6H,0.04076643,Non-interacting,0.005230896
SUPT7L,0.08786925,Non-interacting,0.4149477
SUPV3L1,0.3178393,Non-interacting,0.08612387
SURF1,0.2825449,Non-interacting,0.1192774
SURF2,0.3179686,Non-interacting,1
SURF4,0.03121176,Non-interacting,1
SURF6,0.3098636,Non-interacting,0.004280388
SUSD1,0.3862566,Interacting,0.06478917
SUSD2,0.1877208,Non-interacting,0.03598224
SUSD3,0.275707,Non-interacting,0.3120096
SUSD4,0.1844386,Interacting,0.05085465
SUSD6,0.1736148,Interacting,0.02204979
SUZ12,0.07264054,Non-interacting,0.1159078
SV2A,0.02047744,Non-interacting,0.4950703
SV2B,0.047959,Non-interacting,1
SV2C,0.06441102,Non-interacting,1
SVBP,0.1967121,Non-interacting,0.8737011
SVIL,0.2058774,Non-interacting,1
SVIP,0.2235455,Non-interacting,1
SVOP,0.04051769,Non-interacting,1
SVOPL,0.1716567,Non-interacting,0.02912794
SWAP70,0.1118152,Non-interacting,0.2233491
SWI5,0.6769174,Non-interacting,0.001693887
SWSAP1,0.2971733,Non-interacting,1
SWT1,0.5180233,Non-interacting,0.01064964
SYAP1,0.2292399,Non-interacting,1
SYBU,0.2110242,Non-interacting,0.2477707
SYCE1,0.5725831,Non-interacting,5.38E-05
SYCE1L,0.6849498,Non-interacting,1.66E-05
SYCE2,0.258894,Non-interacting,0.9714824
SYCE3,0.1687753,Non-interacting,1
SYCN,0.1402879,Non-interacting,0.3333944
SYCP1,0.5937796,Non-interacting,6.02E-12
SYCP2,0.5713924,Non-interacting,3.49E-05
SYCP2L,0.8444643,Non-interacting,1.56E-14
SYCP3,0.5318093,Non-interacting,0.001420524
SYDE1,0.1632166,Non-interacting,0.3363751
SYDE2,0.3824753,Non-interacting,0.001411033
SYF2,0.1845103,Non-interacting,0.6186511
SYK,0.07253228,Interacting,0.8260412
SYN1,0.1550647,Non-interacting,0.04717921
SYN2,0.101263,Non-interacting,1
SYN3,0.06836189,Non-interacting,0.8523563
SYNC,0.3718697,Interacting,0.01025676
SYNCRIP,0.04540536,Interacting,0.0268281
SYNDIG1,0.05418932,Non-interacting,1
SYNDIG1L,0.21272,Non-interacting,0.1035169
SYNE1,0.150074,Interacting,7.15E-05
SYNE4,0.5105922,Non-interacting,0.01450039
SYNGAP1,0.03083278,Non-interacting,0.004492664
SYNGR1,0.1640628,Non-interacting,1.29E-11
SYNGR2,0.1086826,Non-interacting,0.0342369
SYNGR3,0.02062944,Non-interacting,1
SYNGR4,0.2690731,Non-interacting,0.03135716
SYNJ2BP,0.220056,Non-interacting,1
SYNM,0.40257,Non-interacting,0.02677139
SYNPO,0.2253697,Non-interacting,0.3047657
SYNPO2,0.2959544,Non-interacting,0.0511485
SYNPO2L,0.2689815,Non-interacting,0.4217125
SYNPR,0.06970155,Non-interacting,0.3339893
SYNRG,0.1806755,Non-interacting,0.04042922
SYP,0.0640495,Non-interacting,0.1471262
SYPL1,0.39861,Non-interacting,0.000301215
SYPL2,0.06960517,Non-interacting,1
SYS1,0.0493949,Non-interacting,1
SYT1,0.01225355,Non-interacting,5.11E-05
SYT10,0.1262114,Non-interacting,1
SYT12,0.04934069,Non-interacting,0.2247487
SYT13,0.08252619,Non-interacting,1
SYT14,0.2482132,Non-interacting,0.000315287
SYT15,0.1649914,Non-interacting,0.3759029
SYT16,0.2873917,Non-interacting,0.04015901
SYT17,0.02333689,Non-interacting,0.4901359
SYT2,0.003058659,Non-interacting,0.06951836
SYT3,0.03601864,Non-interacting,1
SYT4,0.1021624,Non-interacting,0.8681143
SYT5,0.1156916,Non-interacting,1
SYT6,0.1252253,Non-interacting,6.39E-10
SYT7,0.1337085,Non-interacting,8.94E-10
SYT8,0.229174,Non-interacting,1
SYT9,0.1448405,Non-interacting,0.4192146
SYTL1,0.2076215,Non-interacting,0.3129373
SYTL3,0.3057225,Non-interacting,0.04034744
SYTL5,0.2479397,Non-interacting,1
SZRD1,0.5965762,Non-interacting,0.002338698
T,0.0946,Non-interacting,0.1397342
TAAR1,0.3650356,Non-interacting,0.01155333
TAAR2,0.2259514,Non-interacting,0.1168936
TAAR5,0.2655271,Interacting,0.3721911
TAAR6,0.229652,Non-interacting,1
TAAR8,0.38455,Non-interacting,0.6613135
TAB1,0.03755578,Non-interacting,1
TAC1,0.1033846,Non-interacting,1
TAC3,0.8254483,Non-interacting,2.23E-06
TAC4,1.12393,Non-interacting,0.005566428
TACC1,0.3279357,Non-interacting,0.1386085
TACC2,0.6799973,Non-interacting,2.52E-08
TACC3,0.4844389,Non-interacting,0.08164347
TACO1,0.3990377,Non-interacting,1
TACR1,0.03403552,Non-interacting,1
TACR2,0.1984041,Non-interacting,0.1386837
TACR3,0.1792576,Interacting,0.1219825
TACSTD2,0.0746761,Non-interacting,0.2674522
TADA1,0.05849254,Non-interacting,1
TADA2B,0.01581553,Non-interacting,1
TADA3,0.005662088,Non-interacting,1
TAF10,0.07774194,Non-interacting,0.3174601
TAF12,0.1824074,Interacting,1
TAF1A,0.3644044,Non-interacting,1
TAF1B,0.3415374,Non-interacting,0.08715143
TAF1C,0.3560546,Non-interacting,0.000274395
TAF1D,0.4991123,Non-interacting,0.04375622
TAF2,0.06085238,Non-interacting,0.9170474
TAF3,0.1685274,Non-interacting,0.7066244
