gene,Pval corrected,Int?
FNBP4,1,Interacting
FNDC3A,1,Non-interacting
FNIP1,1,Non-interacting
FOSL1,1,Non-interacting
FOXA1,1,Non-interacting
FOXB1,1,Non-interacting
FOXC2,1,Non-interacting
FOXD3,1,Non-interacting
FOXE1,1,Non-interacting
FOXF1,1,Non-interacting
FOXF2,1,Non-interacting
FOXI1,1,Non-interacting
FOXL2,1,Non-interacting
FOXL2NB,1,Non-interacting
FOXN3,1,Non-interacting
FOXN4,1,Non-interacting
FOXO4,1,Interacting
FOXP4,1,Non-interacting
FOXR2,1,Non-interacting
FPGT,1,Non-interacting
FRA10AC1,1,Non-interacting
FRG1,1,Non-interacting
FRK,1,Interacting
FRMD6,1,Interacting
FRS3,1,Non-interacting
FRY,1,Non-interacting
FRYL,1,Non-interacting
FRZB,1,Non-interacting
FSCN1,1,Non-interacting
FSD1L,1,Non-interacting
FST,1,Non-interacting
FSTL1,1,Non-interacting
FSTL3,1,Non-interacting
FTCD,1,Non-interacting
FUT4,1,Non-interacting
FUT8,1,Interacting
FUT9,1,Non-interacting
FUZ,1,Non-interacting
FXYD2,1,Non-interacting
FXYD4,1,Non-interacting
FYTTD1,1,Non-interacting
FZD1,1,Non-interacting
FZD10,1,Non-interacting
FZD3,1,Non-interacting
FZD4,1,Non-interacting
FZD5,1,Non-interacting
FZD7,1,Non-interacting
FZD8,1,Non-interacting
FZD9,1,Non-interacting
FZR1,1,Non-interacting
G3BP2,1,Interacting
GABBR1,1,Interacting
GABBR2,1,Non-interacting
GABPA,1,Interacting
GABRA2,1,Non-interacting
GABRA3,1,Non-interacting
GABRA5,1,Non-interacting
GABRA6,1,Non-interacting
GABRB1,1,Interacting
GABRB2,1,Interacting
GABRG1,1,Interacting
GABRR1,1,Interacting
GAD2,1,Non-interacting
GADD45A,1,Non-interacting
GADD45G,1,Non-interacting
GADD45GIP1,1,Non-interacting
GAL3ST3,1,Non-interacting
GALNS,1,Non-interacting
GALNT18,1,Non-interacting
GALNT2,1,Non-interacting
GALNT3,1,Non-interacting
GALNTL6,1,Non-interacting
GALR2,1,Non-interacting
GALR3,1,Non-interacting
GAN,1,Interacting
GAREM2,1,Non-interacting
GAS1,1,Non-interacting
GAS7,1,Interacting
GATA2,1,Interacting
GATA6,1,Interacting
GATAD1,1,Non-interacting
GATM,1,Non-interacting
GATS,1,Non-interacting
GBA2,1,Non-interacting
GBF1,1,Non-interacting
GCAT,1,Non-interacting
GCC1,1,Non-interacting
GCDH,1,Non-interacting
GCH1,1,Interacting
GCHFR,1,Interacting
GCLM,1,Non-interacting
GCM1,1,Non-interacting
GCN1,1,Non-interacting
GDA,1,Non-interacting
GDAP1L1,1,Non-interacting
GDF1,1,Non-interacting
GDF10,1,Non-interacting
GDF5,1,Non-interacting
GDF5OS,1,Non-interacting
GDI1,1,Non-interacting
GDI2,1,Non-interacting
GDNF,1,Non-interacting
GDPD1,1,Non-interacting
GDPD3,1,Non-interacting
GDPGP1,1,Non-interacting
GEMIN5,1,Non-interacting
GEMIN6,1,Non-interacting
GET4,1,Non-interacting
GFER,1,Interacting
GFI1,1,Interacting
GFI1B,1,Interacting
GFOD1,1,Non-interacting
GFOD2,1,Non-interacting
GFRA2,1,Non-interacting
GFY,1,Non-interacting
GGACT,1,Non-interacting
GGCX,1,Non-interacting
GGN,1,Non-interacting
GGNBP2,1,Non-interacting
GHSR,1,Non-interacting
GID8,1,Non-interacting
GIGYF1,1,Non-interacting
GIMD1,1,Non-interacting
GIN1,1,Interacting
GINS1,1,Interacting
GINS3,1,Non-interacting
GJA10,1,Non-interacting
GJA3,1,Non-interacting
GJA8,1,Non-interacting
GJB1,1,Non-interacting
GJC3,1,Non-interacting
GJD2,1,Non-interacting
GKAP1,1,Non-interacting
GLCE,1,Non-interacting
GLI3,1,Interacting
GLIPR2,1,Non-interacting
GLIS2,1,Non-interacting
GLIS3,1,Interacting
GLO1,1,Non-interacting
GLP1R,1,Non-interacting
GLRA1,1,Interacting
GLRA2,1,Interacting
GLRA3,1,Interacting
GLRA4,1,Interacting
GLUD1,1,Non-interacting
GLYR1,1,Non-interacting
GMEB2,1,Non-interacting
GMFB,1,Non-interacting
GMFG,1,Non-interacting
GMPPA,1,Non-interacting
GMPPB,1,Non-interacting
GMPR,1,Non-interacting
GNA15,1,Non-interacting
GNAI2,1,Interacting
GNAT1,1,Interacting
GNAT3,1,Interacting
GNAZ,1,Interacting
GNB1,1,Interacting
GNB2,1,Interacting
GNB3,1,Interacting
GNB5,1,Non-interacting
GNG11,1,Non-interacting
GNG12,1,Non-interacting
GNG13,1,Non-interacting
GNG2,1,Non-interacting
GNG3,1,Non-interacting
GNG4,1,Non-interacting
GNG7,1,Non-interacting
GNG8,1,Non-interacting
GNL1,1,Non-interacting
GNPAT,1,Non-interacting
GNPDA1,1,Non-interacting
GNPDA2,1,Non-interacting
GNPTG,1,Non-interacting
GNS,1,Non-interacting
GOLGA5,1,Non-interacting
GOLGA7,1,Non-interacting
GOLPH3,1,Non-interacting
GOPC,1,Non-interacting
GOSR1,1,Non-interacting
GOT1L1,1,Non-interacting
GP9,1,Non-interacting
GPAA1,1,Non-interacting
GPALPP1,1,Non-interacting
GPANK1,1,Interacting
GPAT3,1,Non-interacting
GPATCH11,1,Non-interacting
GPATCH2L,1,Non-interacting
GPBAR1,1,Non-interacting
GPBP1,1,Non-interacting
GPBP1L1,1,Non-interacting
GPC6,1,Non-interacting
GPIHBP1,1,Non-interacting
GPLD1,1,Non-interacting
GPN2,1,Non-interacting
GPN3,1,Non-interacting
GPR1,1,Non-interacting
GPR12,1,Non-interacting
GPR137B,1,Non-interacting
GPR137C,1,Non-interacting
GPR139,1,Non-interacting
GPR143,1,Non-interacting
GPR151,1,Non-interacting
GPR155,1,Non-interacting
GPR171,1,Non-interacting
GPR173,1,Non-interacting
GPR174,1,Non-interacting
GPR21,1,Non-interacting
GPR26,1,Non-interacting
GPR27,1,Non-interacting
GPR34,1,Non-interacting
GPR37L1,1,Non-interacting
GPR52,1,Non-interacting
GPR63,1,Non-interacting
GPR75,1,Non-interacting
GPR85,1,Non-interacting
GPR88,1,Non-interacting
GPRC6A,1,Non-interacting
GPS2,1,Non-interacting
GPSM1,1,Non-interacting
GPSM2,1,Interacting
GPSM3,1,Non-interacting
GPT,1,Non-interacting
GPT2,1,Non-interacting
GPX3,1,Interacting
GPX4,1,Interacting
GPX5,1,Interacting
GRAP,1,Interacting
GRAP2,1,Interacting
GRAPL,1,Interacting
GRB10,1,Non-interacting
GRB14,1,Non-interacting
GREB1,1,Non-interacting
GREM1,1,Non-interacting
GREM2,1,Non-interacting
GRID1,1,Non-interacting
GRID2,1,Interacting
GRIFIN,1,Non-interacting
GRIK4,1,Non-interacting
GRIN2A,1,Non-interacting
GRIN2B,1,Non-interacting
GRINA,1,Non-interacting
GRIP1,1,Non-interacting
GRIPAP1,1,Non-interacting
GRK7,1,Interacting
GRM3,1,Non-interacting
GRM4,1,Non-interacting
GRM6,1,Non-interacting
GRM8,1,Non-interacting
GRP,1,Non-interacting
GRPEL2,1,Non-interacting
GRPR,1,Non-interacting
GRTP1,1,Non-interacting
GRXCR1,1,Non-interacting
GSC2,1,Non-interacting
GSDMA,1,Non-interacting
GSK3A,1,Interacting
GSPT1,1,Non-interacting
GSPT2,1,Non-interacting
GSTK1,1,Non-interacting
GSTM3,1,Non-interacting
GSTM4,1,Non-interacting
GSTT2,1,Interacting
GSTT2B,1,Interacting
GSX1,1,Non-interacting
GSX2,1,Non-interacting
GTDC1,1,Non-interacting
GTF2A1,1,Interacting
GTF2A2,1,Interacting
GTF2B,1,Interacting
GTF2E2,1,Non-interacting
GTF2F2,1,Non-interacting
GTF2H1,1,Non-interacting
GTF2H2,1,Interacting
GTF2H5,1,Non-interacting
GTF2I,1,Interacting
GTF2IRD1,1,Non-interacting
GTF3C2,1,Non-interacting
GTF3C3,1,Interacting
GTPBP4,1,Non-interacting
GUCA1C,1,Non-interacting
GUCY1B3,1,Non-interacting
GUCY2D,1,Interacting
GUCY2F,1,Interacting
GUK1,1,Non-interacting
GULP1,1,Non-interacting
H1F0,1,Non-interacting
H1FX,1,Non-interacting
H2AFJ,1,Interacting
H2AFV,1,Interacting
H2AFX,1,Interacting
H2BFS,1,Interacting
HABP4,1,Interacting
HACD4,1,Non-interacting
HAL,1,Non-interacting
HAMP,1,Non-interacting
HAND1,1,Non-interacting
HAND2,1,Non-interacting
HAO1,1,Non-interacting
HAPLN1,1,Interacting
HAPLN4,1,Interacting
HAS2,1,Non-interacting
HAS3,1,Non-interacting
HAT1,1,Non-interacting
HBE1,1,Interacting
HBP1,1,Non-interacting
HCFC1R1,1,Non-interacting
HCK,1,Interacting
HCN1,1,Non-interacting
HCN4,1,Non-interacting
HCRT,1,Non-interacting
HCRTR2,1,Non-interacting
HDAC10,1,Non-interacting
HDAC11,1,Non-interacting
HDAC4,1,Non-interacting
HDAC5,1,Non-interacting
HDAC8,1,Non-interacting
HDDC3,1,Non-interacting
HDX,1,Interacting
HEBP1,1,Non-interacting
HEBP2,1,Non-interacting
HECTD1,1,Interacting
HECTD3,1,Non-interacting
HELT,1,Non-interacting
HELZ,1,Non-interacting
HEPACAM,1,Interacting
HEPH,1,Non-interacting
HEPHL1,1,Non-interacting
HERC3,1,Non-interacting
HERC4,1,Non-interacting
HERPUD1,1,Interacting
HES2,1,Non-interacting
HES6,1,Non-interacting
HEXIM1,1,Interacting
HEXIM2,1,Non-interacting
HEY1,1,Non-interacting
HEY2,1,Non-interacting
HGD,1,Non-interacting
HGS,1,Interacting
HHIP,1,Non-interacting
HIBADH,1,Non-interacting
HIDE1,1,Interacting
HIF1AN,1,Non-interacting
HIGD2B,1,Non-interacting
HIKESHI,1,Non-interacting
HILPDA,1,Non-interacting
HINFP,1,Non-interacting
HIP1,1,Interacting
HIPK2,1,Interacting
HIRIP3,1,Non-interacting
HIST1H1D,1,Non-interacting
HIST1H1E,1,Non-interacting
HIST1H1T,1,Non-interacting
HIST1H2AA,1,Interacting
HIST1H2AD,1,Interacting
HIST1H2AG,1,Interacting
HIST1H2AH,1,Interacting
HIST1H2BA,1,Interacting
HIST1H2BD,1,Interacting
HIST1H2BH,1,Interacting
HIST1H2BJ,1,Interacting
HIST1H2BK,1,Interacting
HIST1H2BO,1,Interacting
HIST1H3A,1,Interacting
HIST1H4A,1,Interacting
HIST2H2AA3,1,Interacting
HIST2H2AB,1,Interacting
HIST2H2AC,1,Interacting
HIST2H2BF,1,Interacting
HIST3H2A,1,Interacting
HIST3H2BB,1,Interacting
HIST3H3,1,Interacting
HIVEP2,1,Non-interacting
HKDC1,1,Non-interacting
HLA-DMB,1,Interacting
HLA-DQA2,1,Interacting
HLF,1,Non-interacting
HMBOX1,1,Non-interacting
HMG20B,1,Interacting
HMGCR,1,Non-interacting
HMGCS1,1,Non-interacting
HMGN4,1,Non-interacting
HMX2,1,Non-interacting
HNF1A,1,Non-interacting
HNRNPF,1,Interacting
HNRNPH1,1,Interacting
HNRNPK,1,Interacting
HNRNPUL1,1,Non-interacting
HOGA1,1,Non-interacting
HOOK3,1,Non-interacting
HOXA1,1,Interacting
HOXB1,1,Interacting
HOXB4,1,Non-interacting
HOXB8,1,Interacting
HOXC11,1,Non-interacting
HOXC13,1,Non-interacting
HOXC9,1,Non-interacting
HOXD1,1,Interacting
HOXD10,1,Non-interacting
HOXD11,1,Non-interacting
HOXD9,1,Non-interacting
HP1BP3,1,Non-interacting
HPCA,1,Non-interacting
HPCAL1,1,Non-interacting
HPCAL4,1,Non-interacting
HPD,1,Non-interacting
HPGD,1,Interacting
HPGDS,1,Non-interacting
HPN,1,Interacting
HPRT1,1,Non-interacting
HPS3,1,Non-interacting
HPS6,1,Non-interacting
HPSE2,1,Non-interacting
HRH1,1,Non-interacting
HRH2,1,Non-interacting
HRH4,1,Non-interacting
HRK,1,Non-interacting
HS1BP3,1,Non-interacting
HS3ST2,1,Non-interacting
HS3ST4,1,Non-interacting
HS3ST5,1,Non-interacting
HS6ST2,1,Non-interacting
HSCB,1,Interacting
HSD11B1L,1,Interacting
HSD17B14,1,Non-interacting
HSD17B7,1,Interacting
HSF1,1,Interacting
HSF2BP,1,Non-interacting
HSF4,1,Non-interacting
HSPA12A,1,Non-interacting
HSPA12B,1,Non-interacting
HSPA14,1,Interacting
HSPA4,1,Interacting
HSPA5,1,Interacting
HSPB11,1,Non-interacting
HSPB3,1,Non-interacting
HSPB8,1,Non-interacting
HSPH1,1,Non-interacting
HTD2,1,Non-interacting
HTR1A,1,Non-interacting
HTR1D,1,Interacting
HTR1E,1,Non-interacting
HTR2A,1,Non-interacting
HTR2B,1,Non-interacting
HTR5A,1,Interacting
HTR7,1,Non-interacting
HTRA1,1,Interacting
HTRA3,1,Interacting
HUNK,1,Interacting
HUS1B,1,Non-interacting
HUWE1,1,Non-interacting
HVCN1,1,Non-interacting
HYAL4,1,Interacting
HYKK,1,Non-interacting
HYLS1,1,Non-interacting
HYOU1,1,Interacting
IAPP,1,Non-interacting
IARS,1,Non-interacting
ICMT,1,Non-interacting
ICOS,1,Interacting
ID1,1,Non-interacting
ID2,1,Non-interacting
ID4,1,Non-interacting
IDH1,1,Non-interacting
IDH2,1,Non-interacting
IDI1,1,Interacting
IDS,1,Non-interacting
IDUA,1,Non-interacting
IER2,1,Non-interacting
IER3IP1,1,Non-interacting
IFI30,1,Non-interacting
IFI6,1,Non-interacting
IFITM1,1,Non-interacting
IFITM5,1,Non-interacting
IFNK,1,Non-interacting
IFNLR1,1,Non-interacting
IFRD1,1,Non-interacting
IFT172,1,Non-interacting
IFT46,1,Non-interacting
IFT52,1,Non-interacting
IFT57,1,Interacting
IFT88,1,Interacting
IGF2BP3,1,Interacting
IGFALS,1,Non-interacting
IGFBP2,1,Non-interacting
IGFBP5,1,Non-interacting
IGFBP7,1,Interacting
IGIP,1,Non-interacting
IGSF1,1,Interacting
IGSF11,1,Interacting
IGSF8,1,Interacting
IKBKB,1,Interacting
IKZF1,1,Interacting
IKZF3,1,Non-interacting
IKZF5,1,Non-interacting
IL10,1,Non-interacting
IL13,1,Interacting
IL17C,1,Non-interacting
IL17RD,1,Non-interacting
IL17RE,1,Non-interacting
IL1RAPL1,1,Interacting
IL1RAPL2,1,Interacting
IL20,1,Interacting
IL22,1,Interacting
IL26,1,Interacting
IL36RN,1,Non-interacting
IL3RA,1,Non-interacting
ILDR1,1,Interacting
ILF3,1,Interacting
IMP3,1,Non-interacting
IMPA2,1,Non-interacting
IMPACT,1,Non-interacting
IMPAD1,1,Non-interacting
IMPDH1,1,Non-interacting
IMPDH2,1,Non-interacting
INAFM1,1,Non-interacting
ING4,1,Interacting
ING5,1,Interacting
INHA,1,Non-interacting
INHBA,1,Non-interacting
INIP,1,Non-interacting
INO80,1,Interacting
INPP5A,1,Non-interacting
INPP5J,1,Non-interacting
INS,1,Non-interacting
INSIG2,1,Non-interacting
INSM1,1,Non-interacting
INTS10,1,Non-interacting
INTS11,1,Non-interacting
INTS12,1,Non-interacting
INTS5,1,Non-interacting
INTS9,1,Non-interacting
IP6K1,1,Non-interacting
IP6K3,1,Non-interacting
IPO13,1,Non-interacting
IPO4,1,Non-interacting
IQCF6,1,Non-interacting
IQGAP1,1,Non-interacting
IQSEC2,1,Non-interacting
IRAK1,1,Interacting
IRAK2,1,Interacting
IRAK4,1,Interacting
IRF2,1,Interacting
IRF2BPL,1,Interacting
IRF4,1,Non-interacting
IRF6,1,Non-interacting
IRF8,1,Interacting
IRGC,1,Non-interacting
ISCA2,1,Non-interacting
ISG20,1,Non-interacting
ISLR,1,Non-interacting
ISOC2,1,Non-interacting
ITFG1,1,Non-interacting
ITGA1,1,Interacting
ITGA10,1,Interacting
ITGA11,1,Interacting
ITGA2,1,Interacting
ITGA4,1,Interacting
ITGA8,1,Non-interacting
ITGA9,1,Non-interacting
ITGAV,1,Non-interacting
ITGB5,1,Interacting
ITGBL1,1,Non-interacting
ITM2A,1,Non-interacting
ITM2C,1,Non-interacting
ITPA,1,Non-interacting
ITPK1,1,Non-interacting
ITPR2,1,Non-interacting
ITPRIP,1,Non-interacting
ITPRIPL2,1,Non-interacting
IVNS1ABP,1,Interacting
IZUMO4,1,Non-interacting
JADE2,1,Non-interacting
JAG2,1,Non-interacting
JAGN1,1,Non-interacting
JAK1,1,Interacting
JAKMIP3,1,Non-interacting
JARID2,1,Non-interacting
JMJD7,1,Non-interacting
JMJD8,1,Non-interacting
JOSD2,1,Non-interacting
JPH2,1,Non-interacting
JPH3,1,Non-interacting
JPH4,1,Non-interacting
JRKL,1,Non-interacting
JUN,1,Non-interacting
JUNB,1,Non-interacting
JUND,1,Non-interacting
KAAG1,1,Non-interacting
KANSL1,1,Non-interacting
KANSL3,1,Non-interacting
KAT14,1,Non-interacting
KAT2A,1,Interacting
KAT2B,1,Interacting
KAT8,1,Non-interacting
KATNA1,1,Interacting
KBTBD11,1,Interacting
KBTBD12,1,Interacting
KBTBD13,1,Interacting
KBTBD4,1,Interacting
KBTBD7,1,Interacting
KCNA1,1,Interacting
KCNA10,1,Non-interacting
KCNA2,1,Non-interacting
KCNAB3,1,Non-interacting
KCNB1,1,Interacting
KCNC2,1,Non-interacting
KCND1,1,Interacting
KCND2,1,Interacting
KCNE3,1,Non-interacting
KCNE5,1,Non-interacting
KCNF1,1,Interacting
KCNG1,1,Interacting
KCNG3,1,Interacting
KCNH1,1,Non-interacting
KCNH5,1,Non-interacting
KCNH8,1,Non-interacting
KCNIP3,1,Non-interacting
KCNIP4,1,Non-interacting
KCNJ1,1,Non-interacting
KCNJ10,1,Non-interacting
KCNJ15,1,Non-interacting
KCNJ18,1,Non-interacting
KCNJ2,1,Non-interacting
KCNJ3,1,Non-interacting
KCNJ4,1,Non-interacting
KCNJ5,1,Non-interacting
KCNJ8,1,Non-interacting
KCNK13,1,Non-interacting
KCNK3,1,Non-interacting
KCNK4,1,Non-interacting
KCNK6,1,Non-interacting
KCNMB1,1,Non-interacting
KCNMB2,1,Non-interacting
KCNN1,1,Non-interacting
KCNN2,1,Non-interacting
KCNQ1,1,Non-interacting
KCNQ2,1,Interacting
KCNQ3,1,Non-interacting
KCNQ4,1,Non-interacting
KCNQ5,1,Non-interacting
KCNS2,1,Interacting
KCNT1,1,Non-interacting
KCNT2,1,Interacting
KCNV1,1,Non-interacting
KCT2,1,Non-interacting
KCTD10,1,Interacting
KCTD11,1,Non-interacting
KCTD13,1,Interacting
KCTD17,1,Interacting
KCTD20,1,Interacting
KCTD6,1,Interacting
KCTD7,1,Interacting
KDELR2,1,Non-interacting
KDELR3,1,Non-interacting
KDM1B,1,Non-interacting
KDM2B,1,Non-interacting
KDM3A,1,Non-interacting
KDM4D,1,Non-interacting
KDM5B,1,Non-interacting
KDM5D,1,Non-interacting
KDM6A,1,Interacting
KDM7A,1,Non-interacting
KDR,1,Interacting
KDSR,1,Interacting
KERA,1,Non-interacting
KHDRBS3,1,Non-interacting
KHK,1,Non-interacting
KHSRP,1,Interacting
KIAA0040,1,Non-interacting
KIAA0355,1,Non-interacting
KIAA0513,1,Non-interacting
KIAA0907,1,Non-interacting
KIAA1024L,1,Non-interacting
KIAA1211L,1,Non-interacting
KIAA1429,1,Non-interacting
KIAA1524,1,Non-interacting
KIAA1841,1,Interacting
KIDINS220,1,Interacting
KIF12,1,Non-interacting
KIF13A,1,Non-interacting
KIF1B,1,Non-interacting
KIF23,1,Non-interacting
KIF2C,1,Non-interacting
KIF3B,1,Non-interacting
KIFC1,1,Non-interacting
KIRREL2,1,Non-interacting
KLC1,1,Non-interacting
KLC2,1,Non-interacting
KLC3,1,Non-interacting
KLC4,1,Non-interacting
KLF1,1,Interacting
KLF10,1,Non-interacting
KLF12,1,Interacting
KLF14,1,Non-interacting
KLF15,1,Non-interacting
KLF3,1,Interacting
KLF4,1,Interacting
KLF5,1,Interacting
KLHDC1,1,Interacting
KLHDC2,1,Interacting
KLHDC3,1,Interacting
KLHL10,1,Interacting
KLHL13,1,Interacting
KLHL15,1,Interacting
KLHL17,1,Interacting
KLHL2,1,Interacting
KLHL22,1,Interacting
KLHL23,1,Interacting
KLHL31,1,Interacting
KLHL33,1,Interacting
KLHL36,1,Interacting
KLHL6,1,Interacting
KLHL7,1,Interacting
KLK12,1,Interacting
KLK14,1,Interacting
KLK15,1,Non-interacting
KLK4,1,Interacting
KLK5,1,Interacting
KLRG2,1,Interacting
KLRK1,1,Interacting
KMT2B,1,Interacting
KNCN,1,Non-interacting
KPNA3,1,Non-interacting
KREMEN2,1,Non-interacting
KRI1,1,Non-interacting
KRIT1,1,Interacting
KRT12,1,Non-interacting
KRT13,1,Non-interacting
KRT19,1,Non-interacting
KRT222,1,Non-interacting
KRT25,1,Non-interacting
KRT28,1,Non-interacting
KRT5,1,Non-interacting
KRT71,1,Non-interacting
KRT72,1,Non-interacting
KRT73,1,Non-interacting
KRT85,1,Non-interacting
KRTAP11-1,1,Non-interacting
KRTAP12-1,1,Non-interacting
KRTAP17-1,1,Non-interacting
KRTAP19-5,1,Non-interacting
KRTAP22-1,1,Non-interacting
KRTAP22-2,1,Non-interacting
KRTAP3-1,1,Non-interacting
KRTAP6-2,1,Non-interacting
KRTCAP2,1,Non-interacting
KTI12,1,Non-interacting
KXD1,1,Non-interacting
KY,1,Non-interacting
KYAT1,1,Non-interacting
L1CAM,1,Interacting
L2HGDH,1,Non-interacting
L3HYPDH,1,Non-interacting
LACTB2,1,Non-interacting
LAD1,1,Non-interacting
LAMA3,1,Non-interacting
LAMB2,1,Non-interacting
LAMP3,1,Non-interacting
LAMP5,1,Non-interacting
LAMTOR1,1,Non-interacting
LAMTOR3,1,Non-interacting
LANCL1,1,Non-interacting
LANCL2,1,Non-interacting
LANCL3,1,Non-interacting
LAPTM4A,1,Non-interacting
LAPTM4B,1,Non-interacting
LARGE1,1,Non-interacting
LARP1,1,Non-interacting
LARS2,1,Non-interacting
LAT,1,Non-interacting
LATS1,1,Interacting
LATS2,1,Interacting
LBX1,1,Non-interacting
LBX2,1,Non-interacting
LCAT,1,Non-interacting
LCE1C,1,Non-interacting
LCE3A,1,Non-interacting
LCHN,1,Non-interacting
LCK,1,Interacting
LCN12,1,Non-interacting
LCNL1,1,Non-interacting
LCP1,1,Non-interacting
LDHB,1,Non-interacting
LDHD,1,Non-interacting
LDLRAD3,1,Non-interacting
LDLRAD4,1,Non-interacting
LEAP2,1,Non-interacting
LECT2,1,Non-interacting
LELP1,1,Non-interacting
LENEP,1,Non-interacting
LENG1,1,Non-interacting
LEPR,1,Interacting
LFNG,1,Non-interacting
LGALS12,1,Non-interacting
LGALS3,1,Non-interacting
LGALS4,1,Non-interacting
LGALSL,1,Non-interacting
LGI1,1,Non-interacting
LGI3,1,Non-interacting
LGI4,1,Non-interacting
LGMN,1,Non-interacting
LGR4,1,Non-interacting
LGR5,1,Non-interacting
LHFPL1,1,Non-interacting
LHFPL2,1,Non-interacting
LHX1,1,Interacting
LHX3,1,Non-interacting
LHX8,1,Interacting
LHX9,1,Non-interacting
LIAS,1,Non-interacting
LIF,1,Interacting
LIM2,1,Non-interacting
LIMD1,1,Interacting
LIMD2,1,Interacting
LIMK1,1,Interacting
LIN28A,1,Non-interacting
LIN37,1,Non-interacting
LINC00116,1,Non-interacting
LINC00998,1,Non-interacting
LINGO1,1,Interacting
LINGO3,1,Interacting
LINGO4,1,Interacting
LIPE,1,Interacting
LIPT2,1,Non-interacting
LITAF,1,Non-interacting
LMBR1L,1,Non-interacting
LMBRD1,1,Non-interacting
LMLN,1,Non-interacting
LMNA,1,Non-interacting
LMNB2,1,Non-interacting
LMX1A,1,Non-interacting
LONP1,1,Non-interacting
LONRF3,1,Interacting
LOX,1,Non-interacting
LOXL2,1,Non-interacting
LOXL4,1,Non-interacting
LPAR1,1,Non-interacting
LPAR2,1,Non-interacting
LPAR3,1,Non-interacting
LPAR4,1,Non-interacting
LPCAT1,1,Non-interacting
LPGAT1,1,Non-interacting
LPIN2,1,Non-interacting
LPL,1,Non-interacting
LPP,1,Interacting
LRAT,1,Non-interacting
LRCH2,1,Non-interacting
LRCOL1,1,Non-interacting
LRFN2,1,Non-interacting
LRFN3,1,Interacting
LRFN5,1,Non-interacting
LRIG2,1,Interacting
LRIG3,1,Interacting
LRIT1,1,Non-interacting
LRIT2,1,Interacting
LRP12,1,Non-interacting
LRP3,1,Non-interacting
LRP5,1,Non-interacting
LRP6,1,Non-interacting
LRRC10,1,Interacting
LRRC20,1,Non-interacting
LRRC3,1,Non-interacting
LRRC30,1,Non-interacting
LRRC32,1,Interacting
LRRC38,1,Non-interacting
LRRC3B,1,Non-interacting
LRRC4,1,Interacting
LRRC41,1,Non-interacting
LRRC49,1,Non-interacting
LRRC55,1,Non-interacting
LRRC57,1,Non-interacting
LRRC61,1,Non-interacting
LRRC7,1,Non-interacting
LRRC73,1,Non-interacting
LRRC8A,1,Non-interacting
LRRC8C,1,Non-interacting
